Sprint_ID,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP0636,53.96,41.15,69.54,3.6,34.77,2.88,-1.76,0.21,Bob,36.86,73.66,22.37,4.01,2.25,96.13,0.92,ISS0680,Story,Low,16.92,5.23,Fix bug,15.53,41.92,20.49,1.79,3.71,1.29,Code cleanup,Critical bug,Feature,16.11,8.56,David,24.19
SP0567,58.29,13.81,101.55,2.73,93.78,3.96,6.74,-0.38,Alice,35.21,35.53,20.21,9.09,2.39,137.2,0.25,ISS0877,Story,Medium,7.57,7.79,Update UI,18.24,45.43,43.78,0.98,1.95,0.52,Develop feature,User request,Feature,14.73,12.27,Carol,12.73
SP0872,55.14,46.21,49.55,2.42,57.77,0.9,2.93,0.19,Carol,35.26,42.27,38.95,3.55,2.24,181.63,0.04,ISS0134,Story,Medium,15.92,5.4,Fix bug,16.35,33.75,22.78,4.36,1.29,0.24,Develop feature,User request,Bug,1.97,10.06,Bob,23.79
SP0732,59.54,71.52,55.77,11.03,34.68,3.55,4.15,0.6,Carol,47.5,8.36,35.73,9.38,2.57,119.1,0.69,ISS0825,Story,Low,10.62,6.04,Refactor code,15.37,39.9,32.41,0.02,2.18,0.08,Improve performance,User request,Performance,11.24,9.87,David,8.94
SP0301,67.26,10.91,35.31,8.29,11.2,-0.59,5.0,0.19,Bob,32.9,51.95,32.56,2.46,1.27,86.43,0.31,ISS0225,Task,Low,18.14,5.53,Update UI,13.79,27.48,27.09,4.01,0.58,0.56,Develop feature,Tech debt,Bug,17.15,4.26,David,20.59
SP0205,41.62,44.48,72.58,4.21,32.45,0.3,10.73,0.41,David,30.36,68.0,35.86,7.19,4.96,109.74,0.12,ISS0719,Bug,High,11.84,4.15,Fix bug,3.28,65.4,23.67,0.14,1.26,-0.99,Fix bug,User request,Performance,12.88,3.79,David,9.67
SP0988,57.43,36.29,99.45,2.88,65.06,2.68,6.29,0.44,Bob,47.71,39.49,54.04,2.86,0.81,6.99,0.07,ISS0527,Bug,High,7.84,4.31,Update UI,24.56,38.92,26.36,3.61,2.18,1.21,Develop feature,New module,Refactor,10.73,3.15,Alice,9.17
SP0018,75.88,67.12,93.33,7.01,23.59,3.09,6.75,0.25,Alice,24.64,54.31,37.09,7.84,4.64,46.53,0.19,ISS0874,Task,Medium,8.03,6.6,Fix bug,9.09,37.84,24.46,2.36,3.37,-0.15,Improve performance,User request,Feature,6.45,5.49,Alice,9.95
SP0372,76.88,52.24,79.7,5.37,30.4,0.78,3.88,-0.12,Alice,34.73,38.8,34.65,5.82,1.53,73.98,0.26,ISS0564,Task,Medium,9.89,3.88,Fix bug,5.5,21.12,32.31,2.7,2.11,-0.14,Fix bug,Critical bug,Bug,1.59,4.15,Alice,18.52
SP0072,60.55,35.31,59.26,-2.1,54.36,1.22,-0.01,0.57,Bob,54.6,76.92,32.98,7.27,-1.17,130.61,0.43,ISS0747,Task,High,16.14,3.57,Add feature,22.84,43.14,26.98,4.2,4.48,-0.3,Improve performance,User request,Feature,2.31,7.39,David,9.18
SP0802,28.66,8.6,57.07,2.21,59.98,3.39,6.3,-0.27,Alice,33.01,47.86,44.83,5.65,0.61,186.63,0.37,ISS0146,Bug,Medium,13.18,3.86,Add feature,12.2,29.05,30.72,0.55,3.86,0.53,Code cleanup,Tech debt,Performance,17.43,4.6,David,0.6
SP0355,46.04,32.35,70.7,-3.01,57.33,3.03,7.49,-0.4,Alice,51.2,50.99,30.1,5.53,1.24,182.45,-0.04,ISS0701,Bug,High,11.23,3.34,Fix bug,11.79,44.85,38.68,2.4,1.88,0.08,Improve performance,User request,Refactor,8.92,12.12,David,18.84
SP0581,41.69,29.3,66.29,11.63,44.13,0.57,0.01,-0.25,Alice,25.9,56.07,24.17,11.26,5.27,164.37,0.34,ISS0126,Story,Medium,15.38,0.66,Update UI,15.02,36.81,30.08,0.22,2.65,0.91,Develop feature,New module,Feature,20.41,9.27,Alice,6.26
SP0671,48.53,25.54,84.95,8.47,34.31,1.68,3.02,0.08,Alice,50.02,35.24,38.45,8.41,1.84,162.74,0.42,ISS0597,Story,Medium,7.96,4.41,Refactor code,16.5,28.39,17.28,0.59,1.82,0.09,Fix bug,New module,Performance,7.73,9.0,David,11.72
SP0568,53.31,37.7,82.79,6.49,60.87,2.84,-0.14,0.18,Bob,40.56,63.26,30.63,7.44,4.2,222.31,0.03,ISS0177,Task,Medium,9.44,6.53,Refactor code,25.08,29.94,30.01,1.42,-0.59,0.16,Improve performance,Critical bug,Feature,13.7,2.71,Carol,11.11
SP0567,37.57,39.36,74.02,5.82,69.81,2.01,0.86,0.04,David,28.53,60.41,32.96,4.28,3.92,38.29,1.31,ISS0144,Story,Medium,0.58,12.88,Refactor code,17.71,30.07,32.08,2.98,3.11,0.17,Develop feature,Tech debt,Refactor,8.18,-0.44,David,14.81
SP0858,60.42,20.91,66.4,2.93,30.52,3.46,0.27,0.66,Alice,40.3,40.45,38.83,4.91,5.09,226.57,0.53,ISS0173,Bug,Low,13.2,4.58,Fix bug,1.44,32.99,23.92,0.37,4.38,0.64,Develop feature,New module,Bug,7.76,4.12,Bob,6.66
SP0446,38.33,30.2,49.08,7.94,25.27,2.83,0.49,0.81,David,28.78,33.61,33.28,6.18,3.24,144.2,0.46,ISS0149,Bug,Low,11.41,9.93,Fix bug,17.14,36.17,19.9,3.57,1.73,0.25,Develop feature,User request,Refactor,9.4,1.3,Alice,10.73
SP0884,33.84,33.45,45.42,8.34,24.94,1.49,-4.2,-0.19,Alice,42.42,42.08,36.25,4.85,1.81,162.65,0.47,ISS0268,Task,High,5.84,5.58,Refactor code,14.78,33.51,18.94,0.7,2.27,0.3,Develop feature,Tech debt,Bug,10.78,3.36,Carol,16.83
SP0407,54.29,36.86,83.33,6.08,55.65,4.04,4.81,0.67,Alice,30.75,39.63,47.96,3.82,-1.01,196.02,0.45,ISS0046,Story,Medium,13.33,1.98,Refactor code,10.09,35.62,27.7,1.56,4.3,0.79,Improve performance,Tech debt,Feature,9.63,5.54,Carol,11.37
SP0354,43.03,45.62,82.94,10.6,70.93,3.16,3.1,0.36,Bob,64.9,50.5,41.23,2.31,-2.06,173.26,-0.22,ISS0866,Story,Medium,12.91,1.3,Add feature,8.89,46.74,13.78,0.31,2.05,0.5,Improve performance,New module,Performance,22.28,10.12,Alice,11.46
SP0453,45.67,18.68,64.32,4.2,68.09,1.14,0.34,0.16,Carol,39.61,54.54,40.04,7.15,2.09,156.69,1.31,ISS0665,Story,Low,10.79,13.33,Add feature,14.92,16.18,19.43,1.76,0.54,0.29,Fix bug,New module,Refactor,14.02,2.25,Alice,17.54
SP0754,44.15,35.1,68.01,0.26,70.03,1.29,10.95,-0.1,Alice,45.87,32.86,39.27,10.04,0.68,4.5,0.87,ISS0054,Task,High,3.12,8.5,Refactor code,10.87,26.63,24.07,2.5,3.15,0.54,Fix bug,User request,Performance,9.33,1.31,Alice,15.76
SP0590,46.21,38.47,65.03,3.35,30.19,1.62,1.69,0.43,Bob,28.62,68.55,38.34,2.95,6.5,262.04,0.77,ISS0228,Task,Low,15.85,10.56,Fix bug,14.4,40.68,25.55,2.69,0.71,0.73,Improve performance,Tech debt,Feature,9.0,8.87,David,12.77
SP0160,39.49,38.59,74.6,2.46,28.4,3.13,1.87,-0.87,David,39.66,57.11,32.19,3.85,-2.13,148.05,0.09,ISS0696,Bug,Medium,4.9,5.28,Refactor code,24.17,42.11,27.69,2.81,2.26,-0.28,Fix bug,User request,Feature,16.47,1.98,Alice,24.26
SP0287,82.22,9.87,82.16,2.35,52.85,1.51,15.37,-0.19,Carol,43.59,65.56,34.46,5.54,1.72,129.9,1.75,ISS0511,Task,Low,5.19,2.61,Refactor code,10.62,28.62,37.0,2.37,2.64,-0.37,Develop feature,User request,Refactor,8.78,6.47,David,18.96
SP0798,27.2,79.0,28.42,-0.92,43.46,2.02,6.48,0.79,Carol,35.55,40.46,52.13,2.3,2.26,167.45,0.19,ISS0164,Task,High,9.39,3.0,Fix bug,8.42,45.08,24.7,0.53,3.82,1.17,Improve performance,New module,Feature,7.29,3.21,Carol,6.95
SP0968,60.28,53.61,115.0,5.05,36.63,2.83,2.53,0.0,Alice,36.96,33.91,41.12,4.65,-0.83,251.51,0.93,ISS0009,Story,Low,8.04,6.2,Add feature,4.25,47.27,26.34,1.95,1.77,-0.29,Code cleanup,Tech debt,Feature,7.19,4.25,Carol,10.4
SP0599,44.21,37.86,85.46,4.73,50.83,1.37,-2.94,0.26,Carol,26.66,69.22,21.12,2.74,2.09,167.75,1.0,ISS0889,Task,High,5.29,8.58,Fix bug,17.84,41.92,18.84,3.92,2.09,0.08,Improve performance,User request,Refactor,4.48,7.31,David,19.88
SP0034,72.38,34.05,65.52,4.25,48.52,0.98,-2.35,0.62,David,41.02,28.17,13.94,-0.56,-0.3,63.97,0.48,ISS0132,Bug,High,13.59,6.67,Refactor code,19.14,25.36,41.95,-1.13,2.42,0.34,Develop feature,New module,Feature,17.88,6.05,Bob,14.53
SP0643,64.49,30.89,61.06,5.65,53.37,1.42,6.01,-0.14,Carol,30.58,56.91,30.47,6.25,-1.16,54.97,0.39,ISS0283,Bug,Medium,14.36,4.55,Update UI,10.04,55.91,31.23,0.77,2.38,0.48,Develop feature,User request,Feature,8.44,1.84,Bob,6.56
SP0036,45.25,48.94,48.37,-0.16,44.6,4.33,2.26,0.01,Alice,27.52,36.29,36.27,10.3,2.22,82.64,0.19,ISS0312,Bug,High,11.14,8.1,Update UI,24.78,28.5,24.42,2.59,1.91,-0.29,Code cleanup,Tech debt,Performance,23.56,10.37,David,12.6
SP0828,66.32,22.5,77.34,7.74,46.07,-0.57,-4.5,0.36,Alice,41.95,18.72,32.36,6.06,-0.41,17.64,0.06,ISS0515,Story,Low,13.97,3.21,Update UI,8.67,5.94,28.93,2.27,0.96,0.85,Code cleanup,Critical bug,Performance,7.52,1.02,Alice,8.17
SP0604,54.85,24.41,63.19,6.32,73.13,1.2,8.8,-0.03,Alice,50.08,32.3,34.48,4.01,0.79,202.57,1.27,ISS0175,Story,Low,9.1,-1.44,Add feature,17.47,50.62,25.2,1.94,2.11,0.8,Code cleanup,Critical bug,Feature,12.29,4.64,Carol,18.77
SP0948,56.77,53.49,44.35,3.75,82.7,-1.02,2.95,0.61,Alice,34.04,43.55,34.89,5.42,1.04,79.26,0.92,ISS0893,Story,Medium,2.36,11.1,Add feature,7.12,39.17,29.72,0.17,3.42,-0.02,Improve performance,User request,Bug,13.94,6.44,Carol,15.86
SP0170,78.34,41.16,72.74,7.6,50.61,3.35,0.53,-0.04,Alice,36.87,54.92,13.88,7.31,2.29,125.68,0.64,ISS0937,Story,High,7.18,4.7,Fix bug,8.02,50.78,33.27,1.67,1.36,-0.17,Code cleanup,Tech debt,Performance,3.37,7.71,Carol,7.37
SP0162,55.5,41.41,49.55,3.47,80.2,0.69,5.06,-0.18,Bob,29.06,51.07,23.57,6.08,2.59,209.09,1.11,ISS0734,Story,Medium,23.77,4.39,Refactor code,5.41,39.25,12.76,1.25,0.86,0.55,Improve performance,Tech debt,Refactor,10.45,7.47,Carol,14.36
SP0723,65.54,40.7,57.25,1.45,40.83,3.61,5.19,1.0,Carol,47.67,53.44,40.87,4.26,3.21,211.97,0.43,ISS0388,Bug,Medium,11.41,7.43,Refactor code,12.81,15.9,35.89,1.91,1.0,0.24,Fix bug,New module,Feature,8.95,7.54,David,5.76
SP0912,114.04,33.44,86.21,6.21,41.38,1.99,6.98,0.48,Alice,65.21,34.81,22.66,9.7,3.57,122.65,1.33,ISS0960,Bug,High,6.14,5.3,Update UI,15.86,29.73,25.87,3.34,-0.47,0.25,Code cleanup,User request,Bug,5.58,2.49,Bob,11.07
SP0517,49.33,32.56,93.4,9.17,48.21,1.69,11.61,0.14,Carol,42.55,57.69,34.28,2.89,1.53,13.82,0.28,ISS0027,Task,Medium,14.36,17.48,Update UI,17.77,15.67,36.17,3.43,1.94,0.7,Code cleanup,Critical bug,Refactor,4.64,6.69,Bob,9.56
SP0979,53.54,26.08,68.1,-0.16,79.6,2.31,-5.87,0.74,David,47.96,47.81,32.81,8.16,0.97,117.5,1.21,ISS0296,Story,Low,13.68,4.35,Fix bug,-2.12,53.04,29.26,0.88,2.07,0.64,Develop feature,Critical bug,Bug,14.28,2.04,Bob,20.94
SP0549,80.08,30.49,28.99,4.34,8.08,1.53,10.42,0.21,Alice,44.36,35.99,26.3,3.42,3.66,137.22,1.13,ISS0305,Story,High,14.69,5.41,Refactor code,-2.14,49.38,21.86,-1.41,3.87,-0.3,Develop feature,New module,Refactor,0.65,6.43,David,19.59
SP0960,58.85,21.69,98.03,4.11,77.76,2.03,8.33,-0.81,Carol,49.43,31.76,29.26,4.46,2.68,-42.51,0.21,ISS0483,Bug,Low,14.33,6.87,Refactor code,3.07,59.55,21.79,0.14,2.96,0.59,Improve performance,Critical bug,Bug,15.42,10.43,David,9.06
SP0327,37.42,21.61,86.94,8.83,37.23,2.72,-1.99,-0.56,Alice,37.32,51.0,27.24,5.55,0.14,274.9,0.97,ISS0247,Bug,High,18.09,8.11,Fix bug,15.07,38.94,15.87,2.88,3.29,0.79,Improve performance,User request,Feature,7.98,9.78,Carol,5.46
SP0177,58.26,40.05,70.06,9.52,29.7,2.79,2.12,0.58,Carol,32.48,51.11,38.5,5.62,2.45,204.21,0.31,ISS0638,Task,Medium,19.33,5.88,Update UI,13.22,48.9,24.34,0.64,2.47,1.02,Code cleanup,Critical bug,Bug,7.45,8.69,Alice,19.43
SP0847,58.93,55.62,70.21,3.33,60.86,2.38,4.76,0.01,Bob,45.14,40.76,27.44,6.99,0.04,257.19,-0.27,ISS0158,Task,Low,8.77,11.13,Add feature,12.19,31.63,27.84,-0.09,1.04,0.33,Fix bug,Tech debt,Feature,16.21,10.48,David,14.94
SP0121,59.54,26.2,58.47,3.91,71.88,1.96,1.19,0.28,David,25.12,54.17,40.06,4.38,3.02,249.33,1.22,ISS0509,Task,Low,8.88,7.4,Update UI,7.46,39.62,22.97,2.22,2.35,0.76,Fix bug,Critical bug,Performance,8.54,5.43,Alice,10.75
SP0166,58.89,14.53,73.32,5.81,71.97,0.88,4.07,0.37,Alice,54.79,31.66,25.3,3.89,3.96,108.59,-0.12,ISS0738,Bug,Low,5.64,5.66,Refactor code,17.15,48.97,25.88,2.69,1.77,0.89,Fix bug,Critical bug,Performance,-1.93,5.43,Carol,23.91
SP0340,32.95,35.75,42.55,4.31,35.08,0.51,4.78,0.52,Bob,30.66,43.57,28.79,6.75,1.6,94.33,0.32,ISS0133,Task,Low,11.45,9.47,Refactor code,5.91,43.99,25.55,1.23,3.35,0.85,Develop feature,User request,Feature,-4.83,6.05,Carol,11.7
SP0053,75.11,26.18,68.14,2.2,57.5,0.47,9.52,1.18,Bob,48.04,51.62,28.25,7.09,5.25,138.06,0.1,ISS0929,Bug,High,9.12,13.32,Add feature,11.15,8.75,25.32,0.5,3.16,-0.08,Improve performance,Tech debt,Performance,9.95,5.89,David,8.01
SP0449,102.93,39.16,112.89,-1.18,55.97,0.27,-4.53,0.16,Carol,53.13,37.39,31.42,-0.17,2.42,17.19,0.54,ISS0636,Task,Medium,10.6,-2.19,Update UI,10.96,50.64,40.77,2.69,1.93,0.88,Code cleanup,Critical bug,Feature,4.44,3.18,Bob,22.01
SP0626,33.34,24.46,66.63,-1.71,54.87,1.96,-1.57,0.56,Alice,28.82,67.88,39.8,7.74,1.2,111.35,1.25,ISS0093,Task,Low,7.7,7.96,Fix bug,14.51,24.15,44.33,2.63,2.55,0.48,Code cleanup,Critical bug,Feature,14.2,4.74,Carol,21.12
SP0410,34.74,37.09,37.07,6.77,7.88,3.4,-1.27,0.58,Alice,36.62,50.76,32.74,2.4,2.66,155.81,0.25,ISS0709,Bug,High,19.81,1.57,Update UI,9.28,42.28,30.64,4.2,-0.82,0.42,Code cleanup,New module,Performance,11.86,10.71,David,5.17
SP0260,62.62,55.58,73.11,10.62,68.94,2.83,-0.79,0.28,Carol,47.26,55.81,36.9,7.47,1.64,59.78,0.96,ISS0629,Task,Medium,8.02,5.28,Add feature,20.07,46.12,12.88,1.74,2.62,-0.04,Improve performance,User request,Refactor,5.45,9.42,Alice,5.52
SP0838,26.24,36.04,64.78,1.68,59.66,2.53,-0.83,0.06,David,37.56,52.8,35.04,-1.26,0.31,191.01,0.31,ISS0064,Task,High,18.56,6.57,Update UI,8.57,47.85,22.39,1.53,2.24,0.51,Improve performance,Critical bug,Performance,10.08,6.76,Carol,20.37
SP0176,63.28,40.55,59.52,0.54,56.47,2.74,12.39,0.15,Bob,46.61,37.75,18.81,3.34,2.0,163.37,0.22,ISS0688,Task,Medium,9.9,10.76,Refactor code,9.69,17.66,26.74,0.95,3.14,0.17,Improve performance,New module,Bug,15.1,5.73,Bob,19.47
SP0943,51.47,19.84,89.84,4.5,39.23,0.79,9.16,0.43,Alice,28.86,1.46,26.18,8.05,1.52,125.94,1.5,ISS0730,Story,Low,8.03,7.0,Add feature,19.22,55.56,26.56,0.41,1.49,-0.04,Improve performance,Tech debt,Bug,16.27,3.49,Bob,6.2
SP0344,31.6,40.71,96.76,6.06,63.26,3.9,-1.5,-0.03,David,53.9,39.02,33.52,6.38,2.95,129.24,0.57,ISS0314,Story,High,8.15,-0.05,Refactor code,15.44,27.16,40.22,2.45,0.24,0.38,Code cleanup,New module,Refactor,9.53,10.39,Carol,14.57
SP0802,38.44,42.06,56.16,4.06,29.84,-0.18,-2.85,0.07,Carol,35.49,67.55,27.12,-0.67,1.96,161.69,0.72,ISS0606,Bug,Medium,15.25,5.08,Update UI,23.13,47.11,35.16,1.52,2.74,0.25,Code cleanup,New module,Feature,10.15,10.66,Alice,7.17
SP0182,86.89,33.62,51.67,-2.06,46.01,2.2,2.46,0.63,David,32.98,24.21,32.67,2.85,2.26,159.13,-0.26,ISS0046,Bug,High,12.17,12.27,Fix bug,15.68,40.63,20.23,2.75,2.72,0.03,Fix bug,User request,Refactor,13.91,15.61,Alice,12.8
SP0359,48.87,47.88,81.3,6.72,25.63,1.19,-3.35,0.21,Alice,17.53,55.67,30.0,2.65,1.34,30.77,0.9,ISS0874,Bug,High,19.11,6.73,Fix bug,7.14,34.2,22.72,3.23,2.04,0.37,Improve performance,Critical bug,Bug,13.03,3.19,Carol,15.86
SP0176,46.84,30.02,104.14,2.38,48.16,2.54,-4.46,0.51,Alice,38.84,50.02,21.92,4.47,3.47,90.96,0.94,ISS0757,Task,Low,17.6,9.72,Update UI,15.75,34.12,26.16,3.16,1.6,0.66,Code cleanup,Tech debt,Performance,13.76,4.45,Carol,21.02
SP0984,64.64,34.87,80.51,5.41,57.43,0.66,7.19,-0.2,Alice,32.45,80.34,31.41,2.28,1.79,147.26,0.85,ISS0870,Bug,High,2.98,5.99,Fix bug,3.34,28.78,24.18,0.98,1.01,-0.01,Develop feature,User request,Refactor,-1.6,5.91,Alice,17.03
SP0170,50.08,53.76,106.55,1.87,57.43,1.25,10.44,-0.03,Carol,39.0,33.27,31.64,3.42,0.89,206.57,1.0,ISS0579,Bug,Low,8.04,10.52,Fix bug,6.24,37.06,18.47,2.52,2.66,0.27,Develop feature,New module,Bug,9.38,6.24,Bob,15.3
SP0920,49.5,30.0,83.66,6.65,19.79,0.24,4.86,0.57,Bob,50.76,53.25,33.93,7.35,0.64,67.64,-0.14,ISS0694,Bug,High,19.14,9.25,Add feature,20.63,28.64,24.79,0.31,0.07,0.68,Develop feature,New module,Bug,12.43,4.36,David,18.12
SP0176,64.21,34.15,91.86,5.9,54.62,3.0,-4.84,0.41,Carol,31.33,54.85,17.41,7.78,0.97,112.38,0.24,ISS0097,Bug,Medium,19.74,2.12,Add feature,23.99,21.52,28.59,2.36,3.4,-0.28,Improve performance,User request,Refactor,12.7,9.85,Alice,27.3
SP0657,75.26,14.04,85.61,4.42,47.21,2.91,1.47,0.47,David,29.09,59.54,40.53,3.48,-0.15,149.29,0.98,ISS0910,Task,Medium,9.12,10.7,Fix bug,8.33,37.8,17.73,4.83,2.44,1.67,Code cleanup,Critical bug,Bug,12.79,8.79,David,9.75
SP0635,16.08,12.51,100.49,1.4,61.94,1.71,3.77,0.54,Carol,37.84,42.75,20.27,2.42,0.71,142.47,0.07,ISS0032,Task,Medium,13.05,3.74,Refactor code,25.92,49.89,29.86,3.36,1.99,0.29,Improve performance,Tech debt,Feature,12.73,9.23,Alice,10.05
SP0615,65.66,12.05,69.44,4.19,32.32,2.29,-5.61,-0.02,Bob,29.18,49.24,38.48,7.24,3.43,168.39,1.16,ISS0169,Task,Low,8.25,4.25,Refactor code,16.35,25.37,22.3,1.08,0.6,0.6,Improve performance,User request,Feature,9.0,3.77,Alice,15.94
SP0903,77.56,30.66,78.21,7.01,31.68,1.17,8.78,0.45,Alice,16.67,38.84,36.04,6.44,1.28,153.32,0.48,ISS0777,Story,Low,23.28,6.7,Refactor code,5.0,47.68,40.8,0.11,2.28,0.72,Code cleanup,User request,Refactor,16.19,16.39,David,3.99
SP0335,40.04,28.86,69.6,2.24,46.87,1.98,8.28,-0.12,Bob,34.43,45.84,41.38,5.5,-0.41,58.8,0.29,ISS0226,Story,Low,11.21,3.82,Add feature,19.41,43.88,26.57,3.12,3.42,1.1,Fix bug,Critical bug,Refactor,4.9,2.61,Carol,4.71
SP0932,48.75,16.08,86.14,1.34,39.59,2.53,0.02,-0.31,Carol,31.21,52.58,38.75,8.5,0.82,82.48,0.82,ISS0872,Task,High,13.0,5.08,Refactor code,9.01,37.6,32.01,1.81,2.5,1.34,Fix bug,New module,Feature,7.7,-2.17,David,8.17
SP0684,27.92,64.63,73.9,0.01,74.69,2.42,-7.18,-0.21,David,41.15,55.04,36.89,2.99,0.16,172.67,0.1,ISS0603,Task,Medium,18.39,3.7,Refactor code,30.01,47.74,41.87,0.19,1.62,0.32,Develop feature,New module,Bug,17.66,2.61,Alice,10.58
SP0633,56.37,19.4,68.64,4.1,61.51,4.26,2.1,0.03,Carol,44.3,44.19,38.67,0.87,1.49,89.08,0.68,ISS0807,Story,Medium,15.13,8.84,Refactor code,17.05,43.39,23.16,2.09,1.56,0.28,Code cleanup,New module,Refactor,6.05,6.02,Alice,19.67
SP0551,48.61,44.63,77.5,6.87,23.85,1.33,4.56,0.79,Alice,34.66,46.58,26.35,3.88,1.36,116.15,0.01,ISS0097,Bug,High,7.75,5.4,Update UI,15.01,29.17,35.74,0.28,-0.36,0.94,Improve performance,Critical bug,Bug,7.84,5.51,Alice,18.77
SP0608,74.13,20.84,87.14,-2.0,22.69,1.37,0.72,-0.12,Bob,32.36,47.68,32.13,0.87,2.2,140.94,0.42,ISS0211,Story,High,5.2,10.76,Fix bug,6.76,41.55,28.61,4.21,1.31,0.03,Develop feature,Critical bug,Bug,6.93,10.55,Bob,10.0
SP0676,87.42,54.71,64.35,4.97,52.55,2.1,-0.06,0.22,Bob,62.81,49.33,42.85,3.59,3.37,177.05,0.78,ISS0323,Bug,High,21.47,5.81,Add feature,10.36,46.65,27.65,1.24,2.95,-0.47,Improve performance,Critical bug,Performance,7.78,4.44,David,12.37
SP0282,45.78,20.38,59.72,-1.22,47.4,2.02,-5.43,0.27,Carol,48.44,36.5,30.34,6.08,1.14,117.54,0.77,ISS0963,Story,Medium,1.36,-1.52,Add feature,10.88,27.56,24.43,2.33,1.71,1.02,Develop feature,New module,Performance,14.78,8.21,Alice,11.29
SP0485,46.21,27.39,101.94,6.95,41.26,1.68,-9.28,0.66,Bob,35.36,83.61,54.56,4.09,2.05,94.54,0.82,ISS0368,Bug,High,15.21,4.21,Fix bug,16.7,36.74,16.6,0.58,0.11,0.66,Improve performance,Critical bug,Refactor,1.65,8.14,Bob,23.71
SP0573,86.9,22.87,90.41,-2.34,38.42,1.57,1.36,0.31,Bob,37.6,42.36,27.37,5.74,1.67,277.71,0.13,ISS0864,Bug,High,7.28,3.86,Update UI,14.23,66.29,25.79,2.17,3.03,0.73,Fix bug,Critical bug,Feature,5.97,5.7,Carol,13.3
SP0677,53.34,28.87,77.99,3.86,54.2,1.25,7.02,-0.57,Alice,37.44,59.08,26.38,6.77,0.09,205.19,-0.07,ISS0076,Bug,Medium,12.33,9.35,Add feature,15.42,42.84,25.33,3.43,1.12,0.43,Fix bug,Tech debt,Refactor,15.06,8.91,Bob,19.57
SP0210,66.28,24.75,48.91,5.58,46.54,0.27,4.42,-0.04,David,58.86,34.45,28.7,7.23,1.24,113.82,1.0,ISS0199,Bug,Medium,2.45,-1.25,Add feature,21.02,61.11,30.77,1.89,0.5,1.18,Fix bug,New module,Bug,4.3,3.49,Carol,10.1
SP0058,65.99,6.73,64.19,-1.12,39.61,0.49,-1.6,-0.16,Carol,21.86,64.52,36.69,6.51,0.43,243.3,0.49,ISS0067,Task,Medium,5.97,5.42,Fix bug,6.25,49.93,30.55,2.39,2.1,0.21,Develop feature,Tech debt,Feature,-2.88,5.61,David,-3.48
SP0959,15.21,-8.14,58.08,8.98,43.97,3.53,10.18,0.51,Alice,14.45,37.92,45.02,5.91,3.55,163.78,0.55,ISS0404,Story,High,5.44,7.37,Refactor code,3.8,44.77,22.32,1.05,3.97,0.34,Develop feature,New module,Feature,-0.61,-0.38,Alice,9.44
SP0062,40.27,36.79,54.89,4.14,50.64,0.52,3.87,0.55,Alice,28.99,21.1,25.68,6.32,4.98,66.11,0.27,ISS0290,Bug,Medium,16.02,7.69,Refactor code,13.48,20.66,28.36,1.23,2.85,0.89,Develop feature,New module,Bug,12.54,1.62,Alice,15.87
SP0314,54.11,21.46,77.29,3.74,52.1,2.59,-1.54,-0.08,Alice,47.75,42.39,29.61,4.89,0.4,194.34,0.29,ISS0759,Bug,Low,5.99,6.91,Add feature,23.36,38.36,27.75,1.05,2.93,0.92,Code cleanup,User request,Refactor,11.31,4.29,Bob,11.72
SP0969,79.84,34.68,98.76,0.87,45.71,2.11,4.3,-0.11,Alice,21.84,33.2,30.71,8.12,0.52,154.85,0.9,ISS0144,Task,Medium,12.41,9.02,Refactor code,18.88,47.17,33.21,1.95,2.91,0.44,Fix bug,Tech debt,Refactor,12.18,5.86,Alice,9.3
SP0271,38.57,30.92,61.01,7.27,36.21,1.14,-14.37,0.07,Bob,55.85,72.09,39.99,3.66,3.71,157.9,0.84,ISS0633,Bug,High,9.1,4.78,Fix bug,18.73,33.33,32.69,-0.24,4.15,-0.17,Code cleanup,New module,Performance,4.62,5.69,Bob,13.84
SP0197,52.11,30.37,49.61,7.41,42.73,0.83,8.92,-0.14,Carol,36.85,30.77,22.33,8.49,2.03,-4.88,1.07,ISS0207,Story,Low,11.95,7.7,Fix bug,18.21,41.06,21.47,2.97,2.19,0.62,Develop feature,User request,Refactor,1.43,2.94,Bob,4.71
SP0370,22.69,41.78,47.67,1.04,72.89,1.0,2.65,0.24,David,49.2,23.84,28.71,1.38,1.22,132.31,1.3,ISS0472,Story,Medium,9.16,5.34,Add feature,11.85,36.74,21.49,3.64,2.25,0.28,Develop feature,Critical bug,Performance,13.67,4.49,Alice,14.76
