Sprint_ID,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP0266,68,56,82.35,3,28,2,-3,0,Alice,51,55,29,8,4,189.66,1,ISS0266,Task,Medium,5,12,Refactor code,13,47,23,2,0,0,Code cleanup,Tech debt,Refactor,11,4,David,11
SP0267,21,10,47.62,0,39,4,6,0,David,20,23,40,3,0,57.5,0,ISS0267,Story,High,6,12,Update UI,10,29,26,3,2,0,Code cleanup,Tech debt,Feature,4,6,Carol,4
SP0268,21,12,57.14,0,79,3,2,0,David,47,60,22,9,4,272.73,1,ISS0268,Bug,Low,14,11,Update UI,13,20,21,2,0,0,Code cleanup,User request,Bug,3,7,Bob,5
SP0269,47,22,46.81,2,20,4,4,0,David,26,37,28,1,0,132.14,1,ISS0269,Task,Medium,17,10,Update UI,19,53,19,3,0,0,Code cleanup,Tech debt,Bug,8,4,Alice,15
SP0270,73,33,45.21,4,27,2,8,0,Alice,21,13,27,5,3,48.15,0,ISS0270,Bug,High,6,3,Fix bug,9,22,39,2,0,0,Develop feature,Tech debt,Feature,6,8,Bob,9
SP0271,42,34,80.95,4,74,3,7,0,Alice,43,56,22,3,4,254.55,1,ISS0271,Bug,Low,9,5,Add feature,18,28,38,2,2,0,Improve performance,User request,Refactor,4,10,David,4
SP0272,56,35,62.5,8,42,0,7,0,Carol,23,35,44,6,2,79.55,0,ISS0272,Task,Low,17,10,Add feature,24,24,24,1,2,0,Develop feature,New module,Performance,3,8,Alice,1
SP0273,51,45,88.24,9,22,0,-4,0,David,38,46,32,2,0,143.75,1,ISS0273,Task,Medium,2,5,Update UI,3,29,39,3,3,0,Fix bug,Critical bug,Feature,7,1,David,14
SP0274,52,23,44.23,1,23,2,-1,0,Carol,45,59,25,9,0,236.0,1,ISS0274,Bug,High,7,9,Update UI,14,31,22,3,3,0,Improve performance,User request,Performance,15,8,David,20
SP0275,20,16,80.0,1,77,4,-5,1,Bob,30,31,32,6,1,96.88,0,ISS0275,Bug,Low,12,11,Fix bug,14,37,36,4,3,0,Improve performance,Tech debt,Performance,8,10,Alice,6
SP0276,38,27,71.05,5,44,1,0,0,Carol,59,50,42,7,4,119.05,0,ISS0276,Task,High,17,12,Refactor code,23,40,34,1,0,0,Code cleanup,Critical bug,Bug,3,12,Bob,2
SP0277,21,17,80.95,8,66,2,-4,0,Bob,30,22,39,5,2,56.41,0,ISS0277,Story,Medium,6,10,Update UI,14,40,39,3,4,0,Code cleanup,User request,Refactor,12,3,David,12
SP0278,72,52,72.22,0,57,3,-2,0,Bob,22,29,39,9,3,74.36,0,ISS0278,Bug,Low,17,11,Update UI,21,20,30,1,2,0,Code cleanup,Critical bug,Performance,4,5,Alice,7
SP0279,63,42,66.67,8,34,3,0,0,Carol,31,49,31,1,1,158.06,1,ISS0279,Bug,High,8,4,Refactor code,7,22,26,1,3,0,Code cleanup,Critical bug,Refactor,10,10,Bob,11
SP0280,45,25,55.56,8,40,0,4,0,David,22,12,32,5,2,37.5,0,ISS0280,Story,Medium,2,1,Update UI,10,24,23,1,4,0,Fix bug,New module,Bug,9,8,Carol,10
SP0281,51,27,52.94,8,54,3,5,0,Bob,46,55,21,6,4,261.9,1,ISS0281,Task,Medium,10,10,Add feature,8,44,24,0,3,1,Code cleanup,Tech debt,Feature,12,11,Bob,18
SP0282,25,16,64.0,4,76,2,2,0,David,21,31,40,7,2,77.5,0,ISS0282,Task,Low,19,5,Update UI,18,27,30,3,3,0,Develop feature,User request,Feature,19,6,Bob,22
SP0283,51,27,52.94,8,72,3,6,0,Alice,35,53,43,4,0,123.26,1,ISS0283,Story,High,14,1,Add feature,14,36,24,1,4,0,Improve performance,Tech debt,Bug,2,4,Alice,1
SP0284,74,42,56.76,3,72,2,2,0,Bob,21,16,42,1,0,38.1,0,ISS0284,Task,Low,16,6,Fix bug,24,28,23,0,3,0,Fix bug,New module,Bug,16,4,Bob,20
SP0285,23,11,47.83,1,65,1,5,0,Alice,49,43,35,8,1,122.86,1,ISS0285,Task,Low,4,12,Fix bug,3,51,17,0,0,0,Fix bug,New module,Performance,5,12,Carol,5
SP0286,74,66,89.19,5,71,0,0,0,Carol,39,29,42,4,4,69.05,0,ISS0286,Bug,High,11,10,Add feature,19,25,33,2,0,0,Improve performance,User request,Bug,5,4,Carol,11
SP0287,30,12,40.0,3,33,3,-2,0,David,57,65,25,3,4,260.0,1,ISS0287,Bug,High,10,10,Add feature,10,59,25,2,0,0,Improve performance,User request,Feature,11,6,David,14
SP0288,75,52,69.33,5,55,2,2,0,Carol,47,37,38,7,2,97.37,0,ISS0288,Bug,High,14,7,Refactor code,21,40,20,3,1,0,Improve performance,New module,Refactor,12,7,Carol,17
SP0289,78,45,57.69,2,31,4,7,0,Bob,44,60,40,2,1,150.0,1,ISS0289,Story,Medium,17,1,Add feature,25,26,20,2,3,0,Fix bug,User request,Refactor,19,5,David,17
SP0290,36,14,38.89,5,36,0,2,0,Alice,51,61,32,8,4,190.62,1,ISS0290,Task,Medium,4,10,Add feature,12,26,29,3,1,0,Develop feature,Critical bug,Refactor,16,10,Carol,15
SP0291,57,46,80.7,1,58,1,4,1,Bob,29,39,36,6,0,108.33,0,ISS0291,Task,High,16,4,Update UI,25,58,29,0,2,1,Develop feature,Critical bug,Refactor,4,8,Bob,7
SP0292,43,33,76.74,1,28,2,8,0,Carol,59,64,42,7,2,152.38,1,ISS0292,Bug,Medium,18,9,Refactor code,27,46,27,0,4,1,Improve performance,New module,Bug,8,7,David,8
SP0293,24,9,37.5,8,54,1,-5,0,David,52,53,28,5,3,189.29,1,ISS0293,Bug,Low,15,1,Add feature,21,27,36,3,2,0,Fix bug,Tech debt,Bug,8,8,Carol,6
SP0294,71,29,40.85,6,79,1,10,0,David,32,48,36,9,0,133.33,1,ISS0294,Story,High,8,9,Add feature,9,28,19,2,1,0,Code cleanup,User request,Refactor,18,4,Bob,21
SP0295,53,34,64.15,2,32,3,-2,0,Bob,56,74,48,5,1,154.17,1,ISS0295,Task,Low,17,8,Add feature,26,47,28,2,0,0,Fix bug,User request,Bug,17,8,Bob,19
SP0296,25,14,56.0,0,34,3,-2,0,Bob,35,46,21,5,4,219.05,1,ISS0296,Story,High,9,5,Update UI,15,34,35,3,3,0,Improve performance,Critical bug,Performance,17,6,David,23
SP0297,41,23,56.1,7,37,2,1,0,Alice,41,38,38,3,0,100.0,0,ISS0297,Task,Low,5,6,Update UI,13,21,16,4,3,0,Fix bug,User request,Bug,9,3,Alice,12
SP0298,30,19,63.33,5,70,4,10,0,Carol,39,54,38,1,3,142.11,1,ISS0298,Story,High,16,7,Update UI,16,26,37,2,0,0,Fix bug,Tech debt,Performance,4,8,Bob,6
SP0299,67,64,95.52,6,52,2,8,1,Bob,46,51,43,2,3,118.6,0,ISS0299,Bug,Low,6,4,Fix bug,15,37,26,1,3,0,Fix bug,User request,Performance,16,7,Bob,14
SP0300,35,32,91.43,8,25,4,8,1,Alice,35,52,26,8,1,200.0,1,ISS0300,Story,High,14,6,Update UI,12,41,34,2,4,0,Code cleanup,User request,Bug,2,10,Alice,1
SP0301,52,25,48.08,4,78,1,5,0,Bob,53,43,41,1,0,104.88,0,ISS0301,Story,High,7,7,Add feature,15,29,28,4,4,0,Improve performance,Critical bug,Refactor,11,5,David,9
SP0302,28,16,57.14,0,46,0,1,0,David,51,44,29,7,2,151.72,1,ISS0302,Bug,Medium,6,11,Update UI,8,52,33,0,4,1,Improve performance,User request,Performance,3,11,Carol,7
SP0303,79,33,41.77,9,42,2,10,0,Alice,45,44,29,5,0,151.72,1,ISS0303,Task,Low,18,6,Update UI,25,26,38,0,2,0,Improve performance,New module,Bug,8,4,Carol,11
SP0304,78,37,47.44,6,78,2,7,0,Alice,44,44,46,3,3,95.65,0,ISS0304,Task,Medium,8,11,Refactor code,15,22,34,0,0,0,Develop feature,New module,Feature,15,1,Bob,17
SP0305,25,12,48.0,4,46,4,5,0,Bob,21,27,39,7,1,69.23,0,ISS0305,Bug,Low,7,12,Add feature,6,33,29,2,4,0,Develop feature,Tech debt,Refactor,17,10,Alice,18
SP0306,35,21,60.0,2,53,1,9,0,Carol,31,45,28,9,1,160.71,1,ISS0306,Story,Medium,3,6,Update UI,4,55,34,0,1,0,Improve performance,Tech debt,Feature,16,3,Bob,21
SP0307,48,28,58.33,8,75,1,2,0,David,59,75,36,2,2,208.33,1,ISS0307,Story,High,12,2,Fix bug,11,32,38,4,4,0,Fix bug,Tech debt,Performance,8,2,David,13
SP0308,22,11,50.0,0,65,4,10,0,Carol,28,40,46,8,1,86.96,0,ISS0308,Story,Medium,8,5,Refactor code,7,35,31,4,2,0,Fix bug,Tech debt,Feature,14,8,Bob,16
SP0309,39,29,74.36,0,57,1,5,0,Alice,31,27,34,9,1,79.41,0,ISS0309,Task,Medium,9,3,Update UI,9,35,39,2,1,0,Improve performance,Critical bug,Bug,11,8,Carol,12
SP0310,79,77,97.47,0,33,3,-1,1,Carol,45,46,21,3,1,219.05,1,ISS0310,Story,High,6,7,Refactor code,8,24,28,1,0,0,Code cleanup,User request,Refactor,10,12,Alice,9
SP0311,78,59,75.64,2,55,0,1,0,Alice,28,38,49,2,1,77.55,0,ISS0311,Task,Medium,19,4,Refactor code,20,44,37,2,0,0,Code cleanup,Critical bug,Performance,10,5,David,14
SP0312,55,54,98.18,5,72,2,2,1,Carol,29,25,23,7,1,108.7,0,ISS0312,Story,High,17,1,Fix bug,16,57,32,0,4,1,Fix bug,Tech debt,Bug,7,5,Bob,9
SP0313,38,34,89.47,9,27,0,10,0,Bob,51,52,38,5,3,136.84,1,ISS0313,Bug,Low,15,12,Fix bug,23,57,36,2,1,0,Fix bug,User request,Refactor,13,11,Carol,13
SP0314,45,24,53.33,2,54,2,9,0,Carol,53,57,36,5,0,158.33,1,ISS0314,Bug,Medium,13,12,Fix bug,20,57,38,4,1,0,Develop feature,New module,Performance,15,4,Bob,21
SP0315,22,18,81.82,7,38,3,3,0,Alice,39,30,24,5,4,125.0,1,ISS0315,Task,High,18,6,Add feature,17,58,19,2,4,1,Code cleanup,Critical bug,Performance,8,1,Carol,14
SP0316,38,18,47.37,9,49,1,-3,0,David,58,61,26,4,1,234.62,1,ISS0316,Task,High,6,6,Refactor code,9,45,36,2,4,0,Fix bug,User request,Performance,9,1,Alice,16
SP0317,39,20,51.28,1,33,4,-3,0,David,21,23,37,5,4,62.16,0,ISS0317,Bug,Medium,15,7,Update UI,19,32,26,1,3,0,Fix bug,New module,Performance,9,6,David,14
SP0318,51,44,86.27,8,78,3,-2,0,David,20,13,40,4,4,32.5,0,ISS0318,Bug,Low,7,11,Fix bug,16,45,24,4,3,1,Improve performance,New module,Feature,9,4,Bob,7
SP0319,26,10,38.46,2,39,0,-1,0,Alice,55,58,41,6,3,141.46,1,ISS0319,Story,Medium,16,8,Fix bug,23,20,22,3,4,0,Develop feature,Tech debt,Feature,3,4,David,3
SP0320,71,64,90.14,4,68,4,4,1,Carol,43,46,46,4,1,100.0,0,ISS0320,Bug,High,8,3,Refactor code,11,27,20,3,2,0,Code cleanup,New module,Feature,15,3,Alice,14
SP0321,60,50,83.33,9,44,1,-5,0,David,46,51,26,2,4,196.15,1,ISS0321,Task,Low,15,6,Refactor code,19,23,39,4,3,0,Code cleanup,New module,Performance,11,9,Carol,12
SP0322,52,52,100.0,7,59,3,9,1,David,21,17,36,9,1,47.22,0,ISS0322,Bug,Medium,19,10,Refactor code,17,40,29,3,4,0,Develop feature,Tech debt,Feature,19,3,Alice,18
SP0323,59,26,44.07,1,43,4,9,0,David,50,58,26,2,2,223.08,1,ISS0323,Task,High,2,2,Update UI,5,41,26,0,1,0,Fix bug,User request,Refactor,19,8,Alice,24
SP0324,58,44,75.86,5,33,3,1,0,Bob,33,24,23,9,2,104.35,0,ISS0324,Task,Medium,7,9,Add feature,15,56,39,3,3,0,Code cleanup,User request,Performance,19,2,David,17
SP0325,37,15,40.54,4,45,3,3,0,Alice,21,20,27,6,2,74.07,0,ISS0325,Story,Low,4,2,Add feature,4,22,39,0,2,0,Code cleanup,Tech debt,Refactor,17,4,Alice,18
SP0326,59,32,54.24,9,57,1,2,0,Alice,48,55,32,9,4,171.88,1,ISS0326,Story,Low,6,3,Fix bug,4,38,20,4,0,0,Code cleanup,Critical bug,Refactor,6,1,Bob,8
SP0327,20,12,60.0,8,42,2,9,0,Alice,34,52,23,9,2,226.09,1,ISS0327,Story,Low,13,12,Add feature,18,20,26,3,1,0,Improve performance,Tech debt,Feature,6,11,Carol,13
SP0328,30,21,70.0,4,41,4,9,0,Alice,31,37,25,3,3,148.0,1,ISS0328,Story,Low,12,10,Update UI,13,48,29,3,2,1,Develop feature,User request,Performance,11,5,Alice,12
SP0329,47,18,38.3,1,67,1,-1,0,Alice,56,50,44,1,3,113.64,0,ISS0329,Bug,Low,14,12,Add feature,21,42,26,0,2,1,Code cleanup,Critical bug,Feature,18,2,Bob,23
SP0330,76,67,88.16,4,76,3,8,0,Bob,47,48,24,1,4,200.0,1,ISS0330,Story,Medium,17,12,Update UI,22,52,23,0,2,1,Develop feature,Tech debt,Feature,14,11,Carol,13
SP0331,44,29,65.91,3,38,1,8,0,Carol,39,34,49,3,1,69.39,0,ISS0331,Bug,Low,19,2,Fix bug,26,42,33,2,1,0,Fix bug,User request,Feature,18,1,David,24
SP0332,69,57,82.61,6,65,2,-2,0,Bob,58,69,31,5,0,222.58,1,ISS0332,Story,Low,18,9,Refactor code,26,24,35,1,2,0,Develop feature,User request,Performance,19,1,Carol,18
SP0333,42,30,71.43,5,70,4,6,0,David,43,41,23,3,1,178.26,1,ISS0333,Story,High,18,1,Update UI,19,26,16,3,0,0,Improve performance,User request,Performance,14,2,David,13
SP0334,50,23,46.0,1,22,2,1,0,Bob,40,49,43,9,1,113.95,0,ISS0334,Task,Low,12,5,Refactor code,13,25,27,1,3,0,Improve performance,New module,Feature,18,5,Carol,17
SP0335,49,31,63.27,4,61,0,-1,0,Alice,29,19,48,9,1,39.58,0,ISS0335,Bug,High,11,1,Fix bug,20,41,27,1,1,0,Develop feature,New module,Refactor,16,12,Alice,23
SP0336,61,47,77.05,6,38,4,1,0,Bob,33,44,28,3,1,157.14,1,ISS0336,Task,High,17,5,Update UI,24,32,22,3,2,0,Improve performance,Critical bug,Refactor,13,9,David,18
SP0337,54,35,64.81,6,28,2,6,0,Alice,56,60,23,3,0,260.87,1,ISS0337,Story,High,3,8,Update UI,4,31,27,0,4,0,Code cleanup,Critical bug,Performance,11,6,David,11
SP0338,26,17,65.38,4,47,3,-5,0,Bob,37,47,38,5,2,123.68,1,ISS0338,Bug,Medium,18,8,Add feature,21,23,18,2,3,0,Improve performance,Critical bug,Bug,14,12,David,21
SP0339,79,35,44.3,8,39,4,-5,0,Alice,43,58,43,2,1,134.88,1,ISS0339,Story,Medium,11,11,Update UI,17,27,20,4,1,0,Fix bug,New module,Feature,12,4,Alice,19
SP0340,35,28,80.0,3,64,4,10,0,David,33,28,33,6,3,84.85,0,ISS0340,Task,High,14,8,Fix bug,16,56,20,3,4,1,Develop feature,Critical bug,Feature,4,3,Alice,9
SP0341,45,21,46.67,2,26,1,4,0,Alice,53,61,24,7,4,254.17,1,ISS0341,Bug,Medium,13,2,Refactor code,22,50,35,3,4,0,Develop feature,User request,Bug,11,8,Carol,15
SP0342,67,37,55.22,3,33,3,8,0,Bob,31,38,37,9,4,102.7,0,ISS0342,Task,Low,16,8,Update UI,23,56,26,4,2,1,Fix bug,User request,Performance,12,3,Carol,19
SP0343,76,74,97.37,4,28,0,7,1,David,41,36,29,6,3,124.14,1,ISS0343,Story,Medium,8,12,Fix bug,13,45,26,1,1,0,Fix bug,Critical bug,Refactor,7,1,Alice,8
SP0344,71,29,40.85,5,78,2,-3,0,Bob,25,27,44,3,1,61.36,0,ISS0344,Story,Low,14,5,Fix bug,19,27,31,2,2,0,Fix bug,Critical bug,Performance,2,4,Alice,6
SP0345,79,57,72.15,2,79,1,8,0,David,55,45,38,5,0,118.42,0,ISS0345,Story,Low,13,1,Update UI,14,59,21,1,0,0,Fix bug,New module,Refactor,7,11,David,12
SP0346,68,57,83.82,1,74,2,5,1,Carol,55,67,31,4,2,216.13,1,ISS0346,Bug,Medium,13,7,Add feature,21,52,29,4,4,1,Code cleanup,User request,Refactor,6,5,Carol,9
SP0347,21,10,47.62,3,76,0,-4,0,Carol,41,53,37,5,4,143.24,1,ISS0347,Task,Medium,3,6,Update UI,10,48,38,4,0,0,Improve performance,Tech debt,Performance,8,5,Carol,11
SP0348,20,10,50.0,4,79,0,-4,0,Carol,33,48,36,8,2,133.33,1,ISS0348,Task,High,6,5,Update UI,12,24,31,2,2,0,Improve performance,Tech debt,Feature,13,5,David,13
SP0349,67,61,91.04,3,38,4,1,1,Bob,35,37,49,8,0,75.51,0,ISS0349,Story,Medium,3,1,Add feature,9,47,24,4,3,1,Code cleanup,New module,Feature,13,8,David,15
SP0350,31,15,48.39,2,66,0,6,0,Bob,55,51,43,6,4,118.6,0,ISS0350,Task,Medium,14,1,Fix bug,16,59,37,4,4,1,Fix bug,New module,Feature,8,8,David,15
SP0351,24,18,75.0,7,71,2,4,0,David,44,48,30,1,2,160.0,1,ISS0351,Bug,Medium,4,6,Update UI,7,36,34,2,3,0,Develop feature,New module,Refactor,3,12,Bob,2
SP0352,56,48,85.71,9,33,3,-4,0,David,51,52,22,8,0,236.36,1,ISS0352,Story,Low,12,10,Add feature,14,42,20,3,1,0,Develop feature,User request,Feature,2,4,Bob,4
SP0353,51,24,47.06,3,75,3,5,0,David,52,68,42,8,2,161.9,1,ISS0353,Story,Low,17,12,Refactor code,17,28,23,1,4,0,Develop feature,Critical bug,Refactor,19,9,Alice,21
SP0354,78,50,64.1,1,57,4,-2,0,David,55,70,36,2,1,194.44,1,ISS0354,Story,Low,2,7,Refactor code,10,21,29,3,0,0,Fix bug,Critical bug,Feature,13,1,Carol,17
SP0355,74,39,52.7,1,72,2,-4,0,Alice,39,29,20,4,0,145.0,1,ISS0355,Bug,High,12,10,Add feature,17,51,30,3,3,1,Code cleanup,New module,Performance,8,5,David,9
SP0356,28,20,71.43,0,55,2,0,0,Carol,37,41,34,2,2,120.59,1,ISS0356,Story,High,10,10,Fix bug,16,50,35,1,1,0,Code cleanup,User request,Bug,4,5,David,7
SP0357,60,29,48.33,3,59,0,2,0,Alice,57,50,47,4,1,106.38,0,ISS0357,Story,High,15,1,Add feature,16,26,22,3,4,0,Code cleanup,Tech debt,Refactor,11,5,Carol,17
SP0358,54,28,51.85,9,36,2,4,0,Alice,22,24,28,7,1,85.71,0,ISS0358,Story,Low,10,9,Fix bug,16,49,30,2,1,0,Improve performance,New module,Performance,12,8,Bob,13
SP0359,38,37,97.37,8,49,1,10,1,Alice,42,54,34,9,0,158.82,1,ISS0359,Story,Medium,8,4,Refactor code,14,22,19,1,0,0,Improve performance,User request,Refactor,6,9,Carol,9
SP0360,67,51,76.12,6,28,0,-2,0,Alice,51,67,47,8,3,142.55,1,ISS0360,Task,High,17,5,Update UI,21,28,32,0,4,0,Improve performance,New module,Refactor,3,3,Alice,9
SP0361,35,27,77.14,9,52,1,9,0,Carol,35,49,43,9,4,113.95,0,ISS0361,Story,High,4,2,Add feature,9,29,34,3,1,0,Improve performance,User request,Performance,9,9,Bob,16
SP0362,22,18,81.82,6,75,4,-1,0,Alice,24,18,47,8,0,38.3,0,ISS0362,Bug,Low,5,12,Refactor code,5,45,28,4,2,1,Develop feature,User request,Feature,15,11,Carol,13
SP0363,39,26,66.67,6,71,3,-2,0,David,23,41,48,2,1,85.42,0,ISS0363,Story,High,8,10,Update UI,10,20,16,1,4,0,Develop feature,New module,Refactor,9,8,Carol,14
SP0364,43,42,97.67,7,44,4,-3,1,Bob,40,31,22,7,1,140.91,1,ISS0364,Story,Medium,13,8,Refactor code,13,49,37,0,4,0,Code cleanup,Critical bug,Bug,7,3,Alice,5
SP0365,73,41,56.16,0,33,3,-1,0,David,59,71,41,2,0,173.17,1,ISS0365,Task,Low,19,2,Add feature,23,57,37,4,4,1,Improve performance,New module,Bug,2,2,Carol,3
SP0366,75,69,92.0,9,30,4,8,1,Bob,33,48,46,2,3,104.35,0,ISS0366,Story,Low,6,3,Add feature,9,34,17,0,4,1,Code cleanup,Critical bug,Performance,2,4,Bob,2
SP0367,52,37,71.15,9,72,2,3,0,David,58,48,38,4,4,126.32,1,ISS0367,Task,Medium,11,12,Update UI,19,44,28,3,2,1,Fix bug,Critical bug,Bug,9,12,David,10
SP0368,43,41,95.35,7,54,1,2,1,David,50,55,32,1,2,171.88,1,ISS0368,Bug,Medium,13,9,Add feature,13,25,21,4,0,0,Improve performance,Tech debt,Performance,12,2,David,16
SP0369,71,60,84.51,3,60,3,2,0,Bob,33,45,31,5,0,145.16,1,ISS0369,Task,Medium,9,2,Refactor code,15,37,29,3,2,0,Improve performance,User request,Performance,19,4,David,25
SP0370,30,26,86.67,3,78,0,2,0,Carol,25,20,39,6,4,51.28,0,ISS0370,Story,High,16,6,Update UI,25,20,31,4,2,0,Code cleanup,New module,Refactor,11,5,Bob,17
SP0371,68,66,97.06,3,33,1,6,1,Alice,31,43,20,9,4,215.0,1,ISS0371,Bug,Medium,2,12,Update UI,1,22,15,1,1,0,Code cleanup,User request,Performance,13,2,Carol,20
SP0372,27,20,74.07,5,49,0,2,0,David,35,40,40,8,1,100.0,0,ISS0372,Story,Low,4,4,Refactor code,11,36,23,2,3,1,Fix bug,Tech debt,Performance,17,12,Carol,15
SP0373,55,33,60.0,6,60,1,1,0,Carol,36,39,36,2,2,108.33,0,ISS0373,Task,Medium,19,7,Fix bug,19,27,36,2,3,0,Code cleanup,Critical bug,Feature,6,8,Carol,13
SP0374,57,57,100.0,5,23,1,2,1,Alice,42,60,32,1,0,187.5,1,ISS0374,Bug,Low,19,6,Update UI,27,59,28,0,1,0,Improve performance,New module,Refactor,17,1,Carol,15
SP0375,59,26,44.07,0,78,4,5,0,Carol,33,48,20,2,1,240.0,1,ISS0375,Bug,Low,3,10,Fix bug,10,36,30,4,2,0,Develop feature,User request,Bug,13,3,David,19
SP0376,39,19,48.72,7,23,3,8,0,Carol,26,18,29,7,1,62.07,0,ISS0376,Task,High,6,9,Refactor code,14,44,35,3,1,0,Fix bug,Tech debt,Feature,7,7,Bob,8
SP0377,54,28,51.85,9,47,3,10,0,Alice,51,55,34,4,3,161.76,1,ISS0377,Task,Medium,2,9,Refactor code,6,31,27,1,4,0,Fix bug,Critical bug,Feature,6,10,Alice,6
SP0378,67,67,100.0,6,27,1,2,1,David,34,26,46,5,4,56.52,0,ISS0378,Bug,High,11,10,Update UI,11,48,20,1,1,0,Improve performance,Critical bug,Refactor,2,1,Bob,8
SP0379,44,33,75.0,5,21,2,7,0,Carol,36,48,46,7,0,104.35,0,ISS0379,Bug,Medium,11,4,Add feature,11,44,36,1,1,0,Develop feature,User request,Refactor,11,11,Carol,13
SP0380,54,48,88.89,5,60,2,8,0,David,53,71,49,3,0,144.9,1,ISS0380,Task,Medium,6,1,Update UI,5,55,15,2,4,1,Code cleanup,Critical bug,Feature,15,2,Carol,18
SP0381,44,42,95.45,4,65,0,2,1,David,24,15,26,2,0,57.69,0,ISS0381,Story,Medium,19,2,Add feature,25,44,35,3,3,0,Code cleanup,Tech debt,Refactor,4,3,Bob,2
SP0382,48,27,56.25,5,41,0,6,0,David,46,36,47,7,1,76.6,0,ISS0382,Bug,Medium,16,8,Fix bug,24,48,39,1,4,0,Develop feature,Critical bug,Refactor,7,2,Bob,5
SP0383,37,35,94.59,8,60,4,4,1,Alice,42,40,41,5,3,97.56,0,ISS0383,Task,Medium,9,10,Add feature,10,30,18,1,0,0,Develop feature,New module,Performance,6,2,David,10
SP0384,65,54,83.08,9,75,1,1,0,Bob,59,57,37,1,2,154.05,1,ISS0384,Story,Low,18,8,Update UI,25,23,17,0,1,0,Improve performance,New module,Refactor,18,12,Carol,25
SP0385,37,27,72.97,8,74,0,6,0,David,33,45,35,1,1,128.57,1,ISS0385,Bug,Low,13,2,Add feature,16,33,31,4,1,0,Code cleanup,User request,Performance,19,11,Bob,24
SP0386,21,15,71.43,9,35,0,-5,0,Bob,34,30,33,9,2,90.91,0,ISS0386,Bug,Medium,13,4,Refactor code,12,57,16,4,3,1,Improve performance,Tech debt,Feature,13,6,Carol,18
SP0387,73,69,94.52,7,48,1,-2,1,Bob,52,44,46,5,3,95.65,0,ISS0387,Task,Low,2,1,Fix bug,8,36,33,4,2,0,Code cleanup,Critical bug,Feature,6,7,Bob,10
SP0388,54,42,77.78,9,68,4,7,0,Carol,50,65,47,1,4,138.3,1,ISS0388,Story,High,5,7,Refactor code,9,21,34,0,4,0,Code cleanup,Critical bug,Bug,10,6,Carol,16
SP0389,35,24,68.57,8,67,0,7,0,David,54,61,37,7,0,164.86,1,ISS0389,Bug,High,9,4,Refactor code,16,27,37,2,2,0,Develop feature,Critical bug,Refactor,13,11,Bob,11
SP0390,60,46,76.67,9,49,4,10,0,David,36,36,46,9,2,78.26,0,ISS0390,Story,High,2,11,Refactor code,4,55,36,0,0,0,Improve performance,New module,Feature,10,6,Carol,9
SP0391,55,22,40.0,7,31,3,-2,0,David,47,43,26,1,1,165.38,1,ISS0391,Story,Medium,16,8,Refactor code,20,29,22,1,4,0,Develop feature,Tech debt,Performance,4,9,Alice,4
SP0392,52,40,76.92,7,54,4,-1,0,Bob,38,36,36,4,2,100.0,0,ISS0392,Bug,Medium,19,9,Add feature,20,26,39,3,0,0,Improve performance,Critical bug,Feature,2,8,David,4
SP0393,23,18,78.26,0,30,2,4,0,Alice,42,32,48,3,4,66.67,0,ISS0393,Story,Low,2,12,Refactor code,9,55,29,1,0,0,Code cleanup,User request,Refactor,16,8,Alice,17
SP0394,52,42,80.77,9,65,2,0,0,Bob,51,69,37,5,0,186.49,1,ISS0394,Bug,Low,12,9,Add feature,16,35,20,1,0,0,Fix bug,Tech debt,Bug,11,6,David,12
SP0395,33,13,39.39,4,69,4,-2,0,David,59,62,31,7,2,200.0,1,ISS0395,Story,Low,3,3,Refactor code,2,33,37,3,4,0,Fix bug,Tech debt,Bug,15,5,David,20
SP0396,40,37,92.5,3,40,2,9,1,David,32,41,27,8,4,151.85,1,ISS0396,Bug,High,2,5,Update UI,6,35,34,4,4,0,Improve performance,Critical bug,Feature,8,9,Bob,13
SP0397,67,65,97.01,1,40,3,-4,1,David,39,34,41,2,1,82.93,0,ISS0397,Task,High,13,6,Refactor code,14,44,16,0,3,1,Improve performance,New module,Bug,5,12,Alice,9
SP0398,39,29,74.36,7,24,1,10,0,Bob,54,50,49,7,3,102.04,0,ISS0398,Bug,High,17,6,Update UI,18,23,39,2,1,0,Develop feature,Tech debt,Refactor,6,2,David,4
SP0399,75,50,66.67,2,67,2,0,0,David,24,23,21,1,1,109.52,0,ISS0399,Bug,High,11,10,Add feature,9,48,39,1,2,0,Code cleanup,User request,Refactor,17,7,Carol,24
SP0400,27,24,88.89,3,39,2,9,0,Carol,28,24,26,7,0,92.31,0,ISS0400,Bug,Low,19,8,Fix bug,28,25,29,1,2,0,Fix bug,Tech debt,Bug,4,6,Bob,5
